Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,0.0023441742890887695,0.002359393012420034,0.0024358690407995224,0.0024278462484350867,0.002081367248495605,0.3306920106920107
1980-12-15,0.0021613070650832425,0.002160020268371315,0.002230033941580765,0.002222689088889885,0.0019054865242568216,0.1233937233937234
1980-12-16,0.0018952885829807095,0.001894160168070985,0.0019555564026135772,0.00194911557073291,0.0016709676907714442,0.07378279378279379
1980-12-17,0.001961785755346356,0.001977232144757952,0.0020413210272880594,0.0020345977205434105,0.001744256926454437,0.06014454014454015
1980-12-18,0.0020615613065347736,0.002076948291684349,0.0021442693169062823,0.0021372069390793846,0.0018321972885738287,0.05095733095733096
1980-12-19,0.002277677116723124,0.0022929354310704617,0.002367257341059937,0.0023594605285866864,0.0020227291392490103,0.03340659340659341
1980-12-22,0.0024605443407286504,0.0024757235546838266,0.0025559395153437977,0.0025475212581697873,0.002183958737051395,0.02543906543906544
1980-12-23,0.0026268170642827146,0.002641867508057759,0.002727499504701607,0.0027185161965541616,0.002330570811918383,0.03221859221859222
1980-12-24,0.0028429328744710653,0.002857854647443871,0.002950487528855263,0.0029407697860614652,0.002521102662593564,0.032963072963072965
1980-12-26,0.0032419457013048896,0.003256629910443348,0.0033621884673016218,0.0033511147439152407,0.0028728641110711307,0.038316998316998314
1980-12-29,0.003308442873670537,0.0033230874917929212,0.003430800167041209,0.0034195004637636427,0.0029315022203177258,0.0648965448965449
1980-12-30,0.003208697115122067,0.0032067867244311684,0.0033107296924969327,0.0032998254540289405,0.0028289107317619354,0.047725967725967725
1980-12-31,0.003075702770390775,0.0030738715617320226,0.00317350629301776,0.00316305401433214,0.002711668116769746,0.024298584298584298
1981-01-02,0.0031089513565735983,0.003140329143081595,0.00322496506782245,0.00321434330421844,0.0027556214960789424,0.014335214335214334
1981-01-05,0.0030258298911165398,0.003024028375719842,0.003122047518213071,0.0031117647244458388,0.002667681133959551,0.02428274428274428
1981-01-06,0.0028263085813796532,0.0028246258567690844,0.0029161816789854684,0.0029065769261372642,0.0024917668062197657,0.030951390951390954
1981-01-07,0.0026434413573741267,0.002641867508057759,0.002727499504701607,0.0027185161965541616,0.002330570811918383,0.03839619839619839
1981-01-08,0.002560319891917068,0.002558795531370793,0.002641734880027125,0.0026330340467436613,0.002257281576235389,0.027181467181467182
1981-01-09,0.0027598114090140067,0.002774782670756905,0.0028647229041807794,0.002855287636250964,0.0024478134269105708,0.014224334224334225
1981-01-12,0.0027598114090140067,0.002758168275419512,0.0028304170543109867,0.002821094776326764,0.0024185111740377737,0.015776655776655775
1981-01-13,0.0025935684780998914,0.0025920243220455795,0.002676040729896917,0.0026672269066678614,0.002286583829108186,0.015317295317295317
1981-01-14,0.0025935684780998914,0.0026086387173829724,0.002693193654831814,0.0026843233366299624,0.0023012349555445845,0.009123849123849124
1981-01-15,0.002676689943556949,0.0027083250894073315,0.002778958279506297,0.0027698054864404627,0.002374524191227578,0.008965448965448965
1981-01-16,0.002660065650465538,0.002658481903395152,0.002744652429636504,0.0027356126265162635,0.002345221938354781,0.00849024849024849
1981-01-19,0.0028928057537452997,0.0029076978334560515,0.003001946303659952,0.0029920590759477646,0.00256505604190276,0.028416988416988417
1981-01-20,0.002776435702105418,0.002774782670756905,0.0028647229041807794,0.002855287636250964,0.0024478134269105708,0.02029106029106029
1981-01-21,0.0028429328744710653,0.002874469042781265,0.002950487528855263,0.0029407697860614652,0.002521102662593564,0.010264330264330265
1981-01-22,0.0028928057537452997,0.0029243122287934435,0.003001946303659952,0.0029920590759477646,0.00256505604190276,0.024156024156024157
1981-01-23,0.0028928057537452997,0.0029076978334560515,0.0029847933787250547,0.0029749626459856645,0.0025504049154663607,0.006953766953766954
1981-01-26,0.0028263085813796532,0.0028246258567690844,0.0029161816789854684,0.0029065769261372642,0.0024917668062197657,0.016441936441936443
1981-01-27,0.002809684288288241,0.0028080114614316915,0.0028818758291156757,0.002872384066213063,0.00246246455334697,0.015776655776655775
1981-01-28,0.002660065650465538,0.002658481903395152,0.002744652429636504,0.0027356126265162635,0.002345221938354781,0.018928818928818928
1981-01-29,0.0025104470126428337,0.0025089523453586124,0.002590276105222436,0.002581744756857362,0.002213294593425193,0.030064350064350064
1981-01-30,0.0023109257029059463,0.0023095498264078546,0.002367257341059937,0.0023594605285866864,0.0020227291392490103,0.03168003168003168
1981-02-02,0.0020781855996261853,0.002076948291684349,0.0021442693169062823,0.0021372069390793846,0.0018321972885738287,0.015824175824175824
1981-02-03,0.002194555651266066,0.0022098634543834955,0.0022814927163854544,0.002273978378776186,0.001949473507067018,0.012561132561132561
1981-02-04,0.0023275499959973587,0.0023427786170826413,0.002418716115864627,0.0024107498184729867,0.0020667161220592066,0.018722898722898722
1981-02-05,0.0023275499959973587,0.002359393012420034,0.002418716115864627,0.0024107498184729867,0.0020667161220592066,0.004625284625284625
1981-02-06,0.0023441742890887695,0.002359393012420034,0.0024358690407995224,0.0024278462484350867,0.002081367248495605,0.008822888822888822
1981-02-09,0.0021779313581746546,0.002176634663708709,0.002230033941580765,0.002222689088889885,0.0019054865242568216,0.010866250866250865
1981-02-10,0.0021446827719918313,0.002160020268371315,0.002230033941580765,0.002222689088889885,0.0019054865242568216,0.01199089199089199
1981-02-11,0.002044937013443362,0.0020437195010095622,0.0021099634670364896,0.0021030140791551844,0.001802895035701032,0.008807048807048808
1981-02-12,0.0020116884272605396,0.0020104907103347764,0.0020756268771578525,0.0020687905804676106,0.0017735591793272337,0.009313929313929313
1981-02-13,0.0019451614622549443,0.001944003354083165,0.0019898622524833704,0.0019833084306571103,0.0017002699436442408,0.006906246906246907
1981-02-17,0.0019950343415291788,0.0020104907103347764,0.0020756268771578525,0.0020687905804676106,0.0017735591793272337,0.007698247698247698
1981-02-18,0.0021446827719918313,0.002176634663708709,0.002230033941580765,0.002222689088889885,0.0019054865242568216,0.012624492624492624
1981-02-19,0.0019451614622549443,0.001944003354083165,0.0020070151774182663,0.0020004048606192103,0.001714921070080639,0.014794574794574796
1981-02-20,0.0017622942382494178,0.0017612450053718393,0.0018183330031344047,0.0018123441310361084,0.0015537250757792554,0.016251856251856253
1981-02-23,0.0017955428244322402,0.0018110881913840189,0.0018697917779390942,0.0018636334209224086,0.0015976784550884504,0.008997128997128997
1981-02-24,0.001712421358975183,0.0017114018193596593,0.001749721303394819,0.0017439584111877077,0.0014950869665326608,0.011024651024651024
1981-02-25,0.0018786642898892983,0.001894160168070985,0.0019555564026135772,0.00194911557073291,0.0016709676907714442,0.012798732798732799
1981-02-26,0.0019285371691635327,0.001944003354083165,0.0020070151774182663,0.0020004048606192103,0.001714921070080639,0.006684486684486684
1981-02-27,0.002044937013443362,0.002076948291684349,0.0021271163919713855,0.0021201105091172836,0.00181754616213743,0.009456489456489456
1981-03-02,0.0020615613065347736,0.002076948291684349,0.0021442693169062823,0.0021372069390793846,0.0018321972885738287,0.007333927333927334
1981-03-03,0.002028312720351951,0.0020271051056721693,0.0020928105421015933,0.0020859176491930843,0.0017882439092646333,0.010454410454410454
1981-03-04,0.0019950343415291788,0.001993846540095345,0.002058473952222956,0.0020516941505055106,0.0017589080528908354,0.008712008712008713
1981-03-05,0.0019784100484377676,0.001977232144757952,0.0020413210272880594,0.0020345977205434105,0.001744256926454437,0.00281952281952282
1981-03-06,0.001961785755346356,0.001960617749420558,0.0020070151774182663,0.0020004048606192103,0.001714921070080639,0.007223047223047223
1981-03-09,0.0016791727727923597,0.0016781730286848727,0.0017325683784599226,0.001726861981225608,0.001480435840096262,0.009852489852489852
1981-03-10,0.001529524342329707,0.0015286136957462948,0.0015781613140370102,0.0015729634728033337,0.0013485084951666742,0.01908721908721909
1981-03-11,0.0014297785837812378,0.0014289273237219353,0.0014580908394927344,0.0014532884630686323,0.0012458834031098833,0.020132660132660133
1981-03-12,0.001512900049238296,0.0015286136957462948,0.0015781613140370102,0.0015729634728033337,0.0013485084951666742,0.040914760914760914
1981-03-13,0.0014962757561468843,0.0014953849050715086,0.001543855464167217,0.0015387706128791331,0.0013191726387928766,0.16258192258192258
1981-03-16,0.001596051307335302,0.001628329842672693,0.0016639566787203363,0.0016584762613772069,0.0014217977308496675,0.025344025344025346
1981-03-17,0.0017456699451580057,0.0017778594007092322,0.0018183330031344047,0.0018123441310361084,0.0015537250757792554,0.029953469953469952
1981-03-18,0.0019451614622549443,0.001977232144757952,0.002024168102353163,0.0020175012905813104,0.0017295721965170374,0.02513810513810514
1981-03-19,0.0019285371691635327,0.0019273889587457717,0.0019898622524833704,0.0019833084306571103,0.0017002699436442408,0.025755865755865755
1981-03-20,0.0019451614622549443,0.001977232144757952,0.002024168102353163,0.0020175012905813104,0.0017295721965170374,0.009345609345609346
